Dataset Events,,,,,
Dataset,Marked on Device,Note,Start,End,trial
LOG19_0078_2015_02_23,TRUE,,22:10:36,N/A,14
LOG19_0078_2015_02_23,TRUE,,22:10:37,N/A,14
LOG19_0078_2015_02_23,TRUE,,22:10:44,N/A,15
LOG19_0078_2015_02_23,TRUE,,22:10:50,N/A,15
LOG19_0078_2015_02_23,TRUE,,22:10:52,N/A,15
LOG19_0078_2015_02_23,TRUE,,22:10:59,N/A,16
LOG19_0078_2015_02_23,TRUE,,22:11:04,N/A,16
LOG19_0078_2015_02_23,TRUE,,22:11:05,N/A,16
LOG19_0078_2015_02_23,TRUE,,22:11:12,N/A,17
LOG19_0078_2015_02_23,TRUE,,22:11:13,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:17,N/A,17
LOG19_0078_2015_02_23,TRUE,,22:11:17,N/A,17
LOG19_0078_2015_02_23,TRUE,,22:11:24,N/A,18
LOG19_0078_2015_02_23,TRUE,,22:11:24,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:25,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:25,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:25,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:25,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:28,N/A,18
LOG19_0078_2015_02_23,TRUE,,22:11:30,N/A,18
LOG19_0078_2015_02_23,TRUE,,22:11:37,N/A,19
LOG19_0078_2015_02_23,TRUE,,22:11:37,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:38,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:42,N/A,19
LOG19_0078_2015_02_23,TRUE,,22:11:42,N/A,19
LOG19_0078_2015_02_23,TRUE,,22:11:49,N/A,20
LOG19_0078_2015_02_23,TRUE,,22:11:51,N/A,
LOG19_0078_2015_02_23,TRUE,,22:11:54,N/A,20
LOG19_0078_2015_02_23,TRUE,,22:11:56,N/A,20
LOG19_0078_2015_02_23,TRUE,,22:12:03,N/A,21
LOG19_0078_2015_02_23,TRUE,,22:12:08,N/A,21
LOG19_0078_2015_02_23,TRUE,,22:12:09,N/A,21
LOG19_0078_2015_02_23,TRUE,,22:12:16,N/A,22
LOG19_0078_2015_02_23,TRUE,,22:12:17,N/A,
LOG19_0078_2015_02_23,TRUE,,22:12:21,N/A,22
LOG19_0078_2015_02_23,TRUE,,22:12:22,N/A,22
LOG19_0078_2015_02_23,TRUE,,22:12:29,N/A,23
LOG19_0078_2015_02_23,TRUE,,22:12:29,N/A,
LOG19_0078_2015_02_23,TRUE,,22:12:29,N/A,
LOG19_0078_2015_02_23,TRUE,,22:12:36,N/A,23
LOG19_0078_2015_02_23,TRUE,,22:12:37,N/A,23
LOG19_0078_2015_02_23,TRUE,,22:12:44,N/A,24
LOG19_0078_2015_02_23,TRUE,,22:12:44,N/A,
LOG19_0078_2015_02_23,TRUE,,22:12:45,N/A,
LOG19_0078_2015_02_23,TRUE,,22:12:55,N/A,24
LOG19_0078_2015_02_23,TRUE,,22:12:57,N/A,24
LOG19_0078_2015_02_23,TRUE,,22:12:58,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:05,N/A,25
LOG19_0078_2015_02_23,TRUE,,22:13:05,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:05,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:05,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:08,N/A,25
LOG19_0078_2015_02_23,TRUE,,22:13:10,N/A,25
LOG19_0078_2015_02_23,TRUE,,22:13:16,N/A,26
LOG19_0078_2015_02_23,TRUE,,22:13:16,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:17,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:17,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:20,N/A,26
LOG19_0078_2015_02_23,TRUE,,22:13:21,N/A,26
LOG19_0078_2015_02_23,TRUE,,22:13:28,N/A,27
LOG19_0078_2015_02_23,TRUE,,22:13:28,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:28,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:29,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:32,N/A,27
LOG19_0078_2015_02_23,TRUE,,22:13:34,N/A,27
LOG19_0078_2015_02_23,TRUE,,22:13:40,N/A,28
LOG19_0078_2015_02_23,TRUE,,22:13:41,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:41,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:41,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:42,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:44,N/A,28
LOG19_0078_2015_02_23,TRUE,,22:13:45,N/A,28
LOG19_0078_2015_02_23,TRUE,,22:13:52,N/A,29
LOG19_0078_2015_02_23,TRUE,,22:13:52,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:52,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:53,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:53,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:53,N/A,
LOG19_0078_2015_02_23,TRUE,,22:13:56,N/A,29
LOG19_0078_2015_02_23,TRUE,,22:13:57,N/A,29
LOG19_0078_2015_02_23,TRUE,,22:14:04,N/A,30
LOG19_0078_2015_02_23,TRUE,,22:14:08,N/A,30
LOG19_0078_2015_02_23,TRUE,,22:14:09,N/A,30
LOG19_0078_2015_02_23,TRUE,,22:14:16,N/A,31
LOG19_0078_2015_02_23,TRUE,,22:14:20,N/A,31
LOG19_0078_2015_02_23,TRUE,,22:14:21,N/A,31
LOG19_0078_2015_02_23,TRUE,,22:14:27,N/A,32
LOG19_0078_2015_02_23,TRUE,,22:14:28,N/A,
LOG19_0078_2015_02_23,TRUE,,22:14:31,N/A,32
LOG19_0078_2015_02_23,TRUE,,22:14:33,N/A,32
