Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
LOG02_0000_2016_07_14,TRUE,,12:22:00,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:22:11,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:22:16,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:26:19,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:26:28,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:26:29,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:26:37,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:26:42,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:26:47,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:01,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:08,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:11,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:20,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:25,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:31,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:27:36,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:28:12,N/A,1,
LOG02_0000_2016_07_14,TRUE,,12:28:18,N/A,1,
LOG02_0000_2016_07_14,TRUE,,12:28:21,N/A,1,
LOG02_0000_2016_07_14,TRUE,,12:28:28,N/A,2,
LOG02_0000_2016_07_14,TRUE,,12:28:33,N/A,2,
LOG02_0000_2016_07_14,TRUE,,12:28:36,N/A,2,
LOG02_0000_2016_07_14,TRUE,,12:28:42,N/A,3,
LOG02_0000_2016_07_14,TRUE,,12:28:46,N/A,3,
,,,12:28:49,,3,
LOG02_0000_2016_07_14,TRUE,,12:28:55,N/A,,oops repeated arm prompt
LOG02_0000_2016_07_14,TRUE,,12:29:02,N/A,4,correct prompt
,,,12:29:05,,4,filled from video
,,,12:29:09,,4,did not issue response so placeholder
LOG02_0000_2016_07_14,TRUE,,12:29:40,N/A,,hand but she started by touching hand
LOG02_0000_2016_07_14,TRUE,,12:29:45,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:29:53,N/A,5,
LOG02_0000_2016_07_14,TRUE,,12:29:53,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:29:53,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:29:53,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:29:53,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:29:53,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:29:58,N/A,5,
LOG02_0000_2016_07_14,TRUE,,12:29:59,N/A,5,this may be incorrect
LOG02_0000_2016_07_14,TRUE,,12:30:06,N/A,6,
LOG02_0000_2016_07_14,TRUE,,12:30:06,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:07,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:07,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:07,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:11,N/A,6,
LOG02_0000_2016_07_14,TRUE,,12:30:15,N/A,6,
LOG02_0000_2016_07_14,TRUE,,12:30:22,N/A,7,
LOG02_0000_2016_07_14,TRUE,,12:30:22,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:22,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:22,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:22,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:23,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:26,N/A,7,
LOG02_0000_2016_07_14,TRUE,,12:30:29,N/A,7,
LOG02_0000_2016_07_14,TRUE,,12:30:36,N/A,8,
LOG02_0000_2016_07_14,TRUE,,12:30:36,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:36,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:36,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:39,N/A,8,
LOG02_0000_2016_07_14,TRUE,,12:30:42,N/A,8,
LOG02_0000_2016_07_14,TRUE,,12:30:42,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:30:49,N/A,9,
LOG02_0000_2016_07_14,TRUE,,12:30:52,N/A,9,
LOG02_0000_2016_07_14,TRUE,,12:30:56,N/A,9,
LOG02_0000_2016_07_14,TRUE,,12:31:02,N/A,10,
LOG02_0000_2016_07_14,TRUE,,12:31:02,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:02,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:02,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:06,N/A,10,
LOG02_0000_2016_07_14,TRUE,,12:31:10,N/A,10,
LOG02_0000_2016_07_14,TRUE,,12:31:16,N/A,11,
LOG02_0000_2016_07_14,TRUE,,12:31:17,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:17,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:17,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:17,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:21,N/A,11,
LOG02_0000_2016_07_14,TRUE,,12:31:24,N/A,11,
LOG02_0000_2016_07_14,TRUE,,12:31:31,N/A,12,
LOG02_0000_2016_07_14,TRUE,,12:31:31,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:32,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:32,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:35,N/A,12,
,,,12:31:38,,12,oops so added 3 sec
LOG02_0000_2016_07_14,TRUE,,12:31:44,N/A,13,
LOG02_0000_2016_07_14,TRUE,,12:31:48,N/A,13,
,,,12:31:51,,13,
LOG02_0000_2016_07_14,TRUE,,12:31:57,N/A,14,
LOG02_0000_2016_07_14,TRUE,,12:31:57,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:57,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:57,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:31:57,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:32:01,N/A,14,
,,,12:32:04,,14,oops so added 3 sec
LOG02_0000_2016_07_14,TRUE,,12:32:11,N/A,15,
LOG02_0000_2016_07_14,TRUE,,12:32:11,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:32:11,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:32:11,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:32:15,N/A,15,
LOG02_0000_2016_07_14,TRUE,,12:32:19,N/A,15,
LOG02_0000_2016_07_14,TRUE,,12:32:25,N/A,16,
LOG02_0000_2016_07_14,TRUE,,12:32:25,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:32:25,N/A,,
LOG02_0000_2016_07_14,TRUE,,12:32:25,N/A,,
