Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
LOG13_0000_2016_07_15,TRUE,,12:22:56,N/A,,
LOG13_0000_2016_07_15,TRUE,,12:23:11,N/A,,
LOG13_0000_2016_07_15,TRUE,,12:23:25,N/A,,
LOG13_0000_2016_07_15,TRUE,,12:24:10,N/A,,start
LOG13_0000_2016_07_15,TRUE,,12:24:36,N/A,1,
LOG13_0000_2016_07_15,TRUE,,12:24:40,N/A,1,
LOG13_0000_2016_07_15,TRUE,,12:24:43,N/A,1,
LOG13_0000_2016_07_15,TRUE,,12:24:50,N/A,2,
LOG13_0000_2016_07_15,TRUE,,12:24:53,N/A,2,
LOG13_0000_2016_07_15,TRUE,,12:24:56,N/A,2,
LOG13_0000_2016_07_15,TRUE,,12:25:03,N/A,3,
LOG13_0000_2016_07_15,TRUE,,12:25:06,N/A,3,
LOG13_0000_2016_07_15,TRUE,,12:25:12,N/A,3,
LOG13_0000_2016_07_15,TRUE,,12:25:18,N/A,4,
LOG13_0000_2016_07_15,TRUE,,12:25:21,N/A,4,
LOG13_0000_2016_07_15,TRUE,,12:25:25,N/A,4,
LOG13_0000_2016_07_15,TRUE,,12:25:32,N/A,5,
LOG13_0000_2016_07_15,TRUE,,12:25:35,N/A,5,
LOG13_0000_2016_07_15,TRUE,,12:25:40,N/A,5,
LOG13_0000_2016_07_15,TRUE,,12:25:47,N/A,6,
LOG13_0000_2016_07_15,TRUE,,12:25:51,N/A,6,
LOG13_0000_2016_07_15,TRUE,,12:25:55,N/A,6,
LOG13_0000_2016_07_15,TRUE,,12:26:02,N/A,7,
LOG13_0000_2016_07_15,TRUE,,12:26:04,N/A,7,
LOG13_0000_2016_07_15,TRUE,,12:26:07,N/A,7,
LOG13_0000_2016_07_15,TRUE,,12:26:13,N/A,8,
LOG13_0000_2016_07_15,TRUE,,12:26:18,N/A,8,
LOG13_0000_2016_07_15,TRUE,,12:26:21,N/A,8,
LOG13_0000_2016_07_15,TRUE,,12:26:27,N/A,9,
LOG13_0000_2016_07_15,TRUE,,12:26:30,N/A,9,
LOG13_0000_2016_07_15,TRUE,,12:26:33,N/A,9,
LOG13_0000_2016_07_15,TRUE,,12:26:40,N/A,10,
LOG13_0000_2016_07_15,TRUE,,12:26:43,N/A,10,
LOG13_0000_2016_07_15,TRUE,,12:26:46,N/A,10,
LOG13_0000_2016_07_15,TRUE,,12:26:53,N/A,11,
LOG13_0000_2016_07_15,TRUE,,12:26:57,N/A,11,
LOG13_0000_2016_07_15,TRUE,,12:27:00,N/A,11,
LOG13_0000_2016_07_15,TRUE,,12:27:08,N/A,12,
LOG13_0000_2016_07_15,TRUE,,12:27:11,N/A,12,
LOG13_0000_2016_07_15,TRUE,,12:27:16,N/A,12,
LOG13_0000_2016_07_15,TRUE,,12:27:27,N/A,13,
LOG13_0000_2016_07_15,TRUE,,12:27:30,N/A,13,
LOG13_0000_2016_07_15,TRUE,,12:27:33,N/A,13,
LOG13_0000_2016_07_15,TRUE,,12:27:44,N/A,14,
,,,12:27:48,,14,
LOG13_0000_2016_07_15,TRUE,,12:27:51,N/A,14,
LOG13_0000_2016_07_15,TRUE,,12:27:59,N/A,15,
LOG13_0000_2016_07_15,TRUE,,12:28:03,N/A,15,
LOG13_0000_2016_07_15,TRUE,,12:28:05,N/A,15,
LOG13_0000_2016_07_15,TRUE,,12:28:13,N/A,16,
LOG13_0000_2016_07_15,TRUE,,12:28:16,N/A,16,
LOG13_0000_2016_07_15,TRUE,,12:28:19,N/A,16,
LOG13_0000_2016_07_15,TRUE,,12:28:26,N/A,17,
LOG13_0000_2016_07_15,TRUE,,12:28:28,N/A,17,
LOG13_0000_2016_07_15,TRUE,,12:28:32,N/A,17,
LOG13_0000_2016_07_15,TRUE,,12:28:39,N/A,18,
LOG13_0000_2016_07_15,TRUE,,12:28:43,N/A,18,
LOG13_0000_2016_07_15,TRUE,,12:28:45,N/A,,misclick
LOG13_0000_2016_07_15,TRUE,,12:28:48,N/A,18,
LOG13_0000_2016_07_15,TRUE,,12:28:55,N/A,19,
LOG13_0000_2016_07_15,TRUE,,12:28:58,N/A,19,
LOG13_0000_2016_07_15,TRUE,,12:29:01,N/A,19,
LOG13_0000_2016_07_15,TRUE,,12:29:08,N/A,20,
LOG13_0000_2016_07_15,TRUE,,12:29:11,N/A,20,
LOG13_0000_2016_07_15,TRUE,,12:29:14,N/A,20,
LOG13_0000_2016_07_15,TRUE,,12:29:21,N/A,21,
LOG13_0000_2016_07_15,TRUE,,12:29:23,N/A,21,
LOG13_0000_2016_07_15,TRUE,,12:29:26,N/A,21,
LOG13_0000_2016_07_15,TRUE,,12:29:33,N/A,22,
LOG13_0000_2016_07_15,TRUE,,12:29:36,N/A,22,
LOG13_0000_2016_07_15,TRUE,,12:29:39,N/A,22,
LOG13_0000_2016_07_15,TRUE,,12:29:45,N/A,23,
LOG13_0000_2016_07_15,TRUE,,12:29:48,N/A,23,
LOG13_0000_2016_07_15,TRUE,,12:29:52,N/A,23,
LOG13_0000_2016_07_15,TRUE,,12:29:59,N/A,24,
LOG13_0000_2016_07_15,TRUE,,12:30:02,N/A,24,
LOG13_0000_2016_07_15,TRUE,,12:30:05,N/A,24,
LOG13_0000_2016_07_15,TRUE,,12:30:12,N/A,25,
LOG13_0000_2016_07_15,TRUE,,12:30:15,N/A,25,
LOG13_0000_2016_07_15,TRUE,,12:30:18,N/A,25,
LOG13_0000_2016_07_15,TRUE,,12:30:24,N/A,26,
LOG13_0000_2016_07_15,TRUE,,12:30:28,N/A,26,
LOG13_0000_2016_07_15,TRUE,,12:30:31,N/A,26,
