Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
P15,TRUE,,16:44:12,N/A,,start
P15,TRUE,,16:44:43,N/A,1,
P15,TRUE,,16:44:48,N/A,1,
P15,TRUE,,16:44:51,N/A,1,
P15,TRUE,,16:44:59,N/A,2,
P15,TRUE,,16:45:02,N/A,2,
P15,TRUE,,16:45:06,N/A,2,
P15,TRUE,,16:45:13,N/A,3,
P15,TRUE,,16:45:16,N/A,3,
P15,TRUE,,16:45:18,N/A,3,
P15,TRUE,,16:45:26,N/A,4,
P15,TRUE,,16:45:31,N/A,4,
P15,TRUE,,16:45:33,N/A,4,
P15,TRUE,,16:45:40,N/A,5,
P15,TRUE,,16:45:44,N/A,5,
P15,TRUE,,16:45:47,N/A,5,
P15,TRUE,,16:45:54,N/A,6,
P15,TRUE,,16:45:58,N/A,6,
P15,TRUE,,16:46:00,N/A,6,
P15,TRUE,,16:46:07,N/A,7,
P15,TRUE,,16:46:10,N/A,7,
P15,TRUE,,16:46:13,N/A,7,
P15,TRUE,,16:46:19,N/A,8,
P15,TRUE,,16:46:25,N/A,8,
,,,16:46:27,,8,oops
P15,TRUE,,16:46:33,N/A,9,
P15,TRUE,,16:46:37,N/A,9,
P15,TRUE,,16:46:39,N/A,9,
P15,TRUE,,16:46:45,N/A,10,
P15,TRUE,,16:46:49,N/A,10,
P15,TRUE,,16:46:53,N/A,10,
P15,TRUE,,16:47:01,N/A,11,
P15,TRUE,,16:47:04,N/A,11,
P15,TRUE,,16:47:07,N/A,11,
P15,TRUE,,16:47:15,N/A,12,
P15,TRUE,,16:47:19,N/A,12,
P15,TRUE,,16:47:21,N/A,12,
P15,TRUE,,16:47:28,N/A,13,
P15,TRUE,,16:47:31,N/A,13,
P15,TRUE,,16:47:34,N/A,13,
P15,TRUE,,16:47:40,N/A,14,
P15,TRUE,,16:47:43,N/A,14,
P15,TRUE,,16:47:46,N/A,14,
P15,TRUE,,16:47:53,N/A,15,
P15,TRUE,,16:47:56,N/A,15,
P15,TRUE,,16:47:58,N/A,15,
P15,TRUE,,16:48:05,N/A,16,
P15,TRUE,,16:48:07,N/A,16,
P15,TRUE,,16:48:09,N/A,16,
P15,TRUE,,16:48:15,N/A,17,
P15,TRUE,,16:48:18,N/A,17,
P15,TRUE,,16:48:21,N/A,17,
P15,TRUE,,16:48:28,N/A,18,
P15,TRUE,,16:48:34,N/A,18,
P15,TRUE,,16:48:37,N/A,18,
P15,TRUE,,16:48:45,N/A,19,
P15,TRUE,,16:48:48,N/A,19,
P15,TRUE,,16:48:51,N/A,19,
P15,TRUE,,16:48:58,N/A,20,
P15,TRUE,,16:49:00,N/A,20,
P15,TRUE,,16:49:03,N/A,20,
P15,TRUE,,16:49:09,N/A,21,
P15,TRUE,,16:49:12,N/A,21,
P15,TRUE,,16:49:17,N/A,21,
,,,16:49:22,,22,oops
P15,TRUE,,16:49:25,N/A,22,
P15,TRUE,,16:49:28,N/A,22,
P15,TRUE,,16:49:34,N/A,23,
P15,TRUE,,16:49:38,N/A,23,
P15,TRUE,,16:49:40,N/A,23,
P15,TRUE,,16:49:48,N/A,24,
P15,TRUE,,16:49:51,N/A,24,
P15,TRUE,,16:49:54,N/A,24,
P15,TRUE,,16:50:00,N/A,25,
P15,TRUE,,16:50:03,N/A,25,
P15,TRUE,,16:50:06,N/A,25,
P15,TRUE,,16:50:12,N/A,26,
P15,TRUE,,16:50:15,N/A,26,
P15,TRUE,,16:50:18,N/A,26,
