Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
P14,TRUE,,14:30:04,N/A,,
P14,TRUE,,14:30:34,N/A,,
P14,TRUE,,14:30:40,N/A,,
P14,TRUE,,14:30:47,N/A,,
P14,TRUE,,14:30:56,N/A,,
P14,TRUE,,14:31:06,N/A,,
P14,TRUE,,14:31:16,N/A,,
P14,TRUE,,14:31:19,N/A,,
P14,TRUE,,14:35:23,N/A,,start
,,,,,,
P14,TRUE,,14:35:53,N/A,1,
,,,14:35:55,,1,oops
P14,TRUE,,14:35:58,N/A,1,
P14,TRUE,,14:36:04,N/A,2,
P14,TRUE,,14:36:08,N/A,2,
P14,TRUE,,14:36:10,N/A,2,
P14,TRUE,,14:36:16,N/A,3,
P14,TRUE,,14:36:18,N/A,3,
P14,TRUE,,14:36:21,N/A,3,
P14,TRUE,,14:36:28,N/A,4,
P14,TRUE,,14:36:31,N/A,4,
P14,TRUE,,14:36:34,N/A,4,
P14,TRUE,,14:36:42,N/A,5,
P14,TRUE,,14:36:45,N/A,5,
P14,TRUE,,14:36:47,N/A,5,
P14,TRUE,,14:36:53,N/A,6,
P14,TRUE,,14:36:56,N/A,6,
P14,TRUE,,14:36:59,N/A,6,
P14,TRUE,,14:37:06,N/A,7,
P14,TRUE,,14:37:09,N/A,7,
P14,TRUE,,14:37:11,N/A,7,
P14,TRUE,,14:37:18,N/A,8,
P14,TRUE,,14:37:21,N/A,8,
P14,TRUE,,14:37:23,N/A,8,
P14,TRUE,,14:37:29,N/A,9,
P14,TRUE,,14:37:32,N/A,9,
P14,TRUE,,14:37:35,N/A,9,
,,,14:37:41,,10,oops
P14,TRUE,,14:37:44,N/A,10,
P14,TRUE,,14:37:46,N/A,10,
P14,TRUE,,14:37:53,N/A,11,
P14,TRUE,,14:37:57,N/A,11,
P14,TRUE,,14:37:59,N/A,11,
P14,TRUE,,14:38:06,N/A,12,
P14,TRUE,,14:38:09,N/A,12,
P14,TRUE,,14:38:12,N/A,12,
P14,TRUE,,14:38:17,N/A,13,
P14,TRUE,,14:38:20,N/A,13,
P14,TRUE,,14:38:26,N/A,13,
P14,TRUE,,14:38:33,N/A,14,
P14,TRUE,,14:38:35,N/A,14,
P14,TRUE,,14:38:38,N/A,14,
P14,TRUE,,14:38:46,N/A,15,
P14,TRUE,,14:38:48,N/A,15,
P14,TRUE,,14:38:51,N/A,15,
P14,TRUE,,14:38:57,N/A,16,
P14,TRUE,,14:38:59,N/A,16,
P14,TRUE,,14:39:02,N/A,16,
P14,TRUE,,14:39:08,N/A,17,
P14,TRUE,,14:39:11,N/A,17,
P14,TRUE,,14:39:13,N/A,17,
P14,TRUE,,14:39:19,N/A,18,
P14,TRUE,,14:39:23,N/A,18,
P14,TRUE,,14:39:25,N/A,18,
P14,TRUE,,14:39:32,N/A,19,
P14,TRUE,,14:39:34,N/A,19,
P14,TRUE,,14:39:37,N/A,19,
P14,TRUE,,14:39:44,N/A,20,
P14,TRUE,,14:39:47,N/A,20,
P14,TRUE,,14:39:49,N/A,20,
P14,TRUE,,14:39:56,N/A,21,
P14,TRUE,,14:39:59,N/A,21,
P14,TRUE,,14:40:02,N/A,21,
P14,TRUE,,14:40:07,N/A,22,
P14,TRUE,,14:40:11,N/A,22,
P14,TRUE,,14:40:14,N/A,22,
,,,14:40:20,,23,oops
P14,TRUE,,14:40:23,N/A,23,
P14,TRUE,,14:40:25,N/A,23,
P14,TRUE,,14:40:32,N/A,24,
P14,TRUE,,14:40:35,N/A,24,
P14,TRUE,,14:40:38,N/A,24,
P14,TRUE,,14:40:43,N/A,25,
P14,TRUE,,14:40:46,N/A,25,
P14,TRUE,,14:40:49,N/A,25,
P14,TRUE,,14:40:55,N/A,26,
P14,TRUE,,14:40:57,N/A,26,
P14,TRUE,,14:41:00,N/A,26,
