Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
P22,TRUE,,12:55:30,N/A,,start
P22,TRUE,,12:56:22,N/A,1,
P22,TRUE,,12:56:25,N/A,1,
P22,TRUE,,12:56:28,N/A,1,
P22,TRUE,,12:56:38,N/A,2,
P22,TRUE,,12:56:41,N/A,2,
P22,TRUE,,12:56:44,N/A,2,
P22,TRUE,,12:56:49,N/A,3,
P22,TRUE,,12:56:52,N/A,3,
P22,TRUE,,12:56:54,N/A,3,
P22,TRUE,,12:57:01,N/A,4,
P22,TRUE,,12:57:04,N/A,4,
P22,TRUE,,12:57:07,N/A,4,
P22,TRUE,,12:57:14,N/A,5,
P22,TRUE,,12:57:17,N/A,5,
P22,TRUE,,12:57:19,N/A,5,
P22,TRUE,,12:57:26,N/A,6,
P22,TRUE,,12:57:29,N/A,6,
P22,TRUE,,12:57:31,N/A,6,
,,,12:57:37,,7,oops
P22,TRUE,,12:57:41,N/A,7,
P22,TRUE,,12:57:43,N/A,7,
P22,TRUE,,12:57:50,N/A,8,
P22,TRUE,,12:57:53,N/A,8,
,,,12:57:56,,8,oops
P22,TRUE,,12:58:01,N/A,9,
P22,TRUE,,12:58:03,N/A,9,
P22,TRUE,,12:58:06,N/A,9,
P22,TRUE,,12:58:12,N/A,10,
P22,TRUE,,12:58:15,N/A,10,
P22,TRUE,,12:58:18,N/A,10,
P22,TRUE,,12:58:24,N/A,11,
P22,TRUE,,12:58:28,N/A,11,
,,,12:58:31,,11,oops
P22,TRUE,,12:58:37,N/A,12,
P22,TRUE,,12:58:41,N/A,12,
P22,TRUE,,12:58:43,N/A,12,
P22,TRUE,,12:58:49,N/A,13,
P22,TRUE,,12:58:52,N/A,13,
P22,TRUE,,12:58:54,N/A,13,
P22,TRUE,,12:59:01,N/A,14,
P22,TRUE,,12:59:04,N/A,14,
,,,12:59:07,,14,oops
P22,TRUE,,12:59:13,N/A,15,
P22,TRUE,,12:59:16,N/A,15,
P22,TRUE,,12:59:19,N/A,15,
P22,TRUE,,12:59:25,N/A,16,
P22,TRUE,,12:59:27,N/A,16,
P22,TRUE,,12:59:30,N/A,16,
P22,TRUE,,12:59:36,N/A,17,
P22,TRUE,,12:59:39,N/A,17,
P22,TRUE,,12:59:41,N/A,17,
P22,TRUE,,12:59:47,N/A,18,
P22,TRUE,,12:59:52,N/A,18,
P22,TRUE,,12:59:54,N/A,18,
P22,TRUE,,13:00:01,N/A,19,
P22,TRUE,,13:00:04,N/A,19,
P22,TRUE,,13:00:07,N/A,19,
P22,TRUE,,13:00:13,N/A,20,
P22,TRUE,,13:00:16,N/A,20,
P22,TRUE,,13:00:18,N/A,20,
P22,TRUE,,13:00:25,N/A,21,
P22,TRUE,,13:00:27,N/A,21,
P22,TRUE,,13:00:30,N/A,21,
P22,TRUE,,13:00:35,N/A,22,
P22,TRUE,,13:00:39,N/A,22,
P22,TRUE,,13:00:41,N/A,22,
P22,TRUE,,13:00:47,N/A,23,
P22,TRUE,,13:00:51,N/A,23,
P22,TRUE,,13:00:53,N/A,23,
P22,TRUE,,13:01:00,N/A,24,
P22,TRUE,,13:01:03,N/A,24,
P22,TRUE,,13:01:05,N/A,24,
P22,TRUE,,13:01:11,N/A,25,
P22,TRUE,,13:01:14,N/A,25,
P22,TRUE,,13:01:16,N/A,25,
P22,TRUE,,13:01:22,N/A,26,
P22,TRUE,,13:01:26,N/A,26,
,,,13:01:29,,26,oops
