Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
LOG02_0078_2015_02_24,TRUE,,20:06:37,N/A,,
LOG02_0078_2015_02_24,TRUE,,20:08:35,N/A,,
,,,,,,2 missed - but visible on graph
,,,,,,
,,,,,,
LOG02_0078_2015_02_24,TRUE,,20:09:08,N/A,2,
LOG02_0078_2015_02_24,TRUE,,20:09:17,N/A,2,
LOG02_0078_2015_02_24,TRUE,,20:09:18,N/A,2,
LOG02_0078_2015_02_24,TRUE,,20:09:27,N/A,3,
LOG02_0078_2015_02_24,TRUE,,20:09:33,N/A,3,
LOG02_0078_2015_02_24,TRUE,,20:09:35,N/A,3,
LOG02_0078_2015_02_24,TRUE,,20:09:44,N/A,4,
LOG02_0078_2015_02_24,TRUE,,20:09:48,N/A,4,
LOG02_0078_2015_02_24,TRUE,,20:09:49,N/A,4,
LOG02_0078_2015_02_24,TRUE,,20:09:56,N/A,5,
LOG02_0078_2015_02_24,TRUE,,20:10:02,N/A,5,
LOG02_0078_2015_02_24,TRUE,,20:10:03,N/A,5,
LOG02_0078_2015_02_24,TRUE,,20:10:10,N/A,6,
LOG02_0078_2015_02_24,TRUE,,20:10:16,N/A,6,
LOG02_0078_2015_02_24,TRUE,,20:10:17,N/A,6,
LOG02_0078_2015_02_24,TRUE,,20:10:26,N/A,7,
LOG02_0078_2015_02_24,TRUE,,20:10:31,N/A,7,
LOG02_0078_2015_02_24,TRUE,,20:10:32,N/A,7,
LOG02_0078_2015_02_24,TRUE,,20:10:40,N/A,8,
LOG02_0078_2015_02_24,TRUE,,20:10:46,N/A,8,
LOG02_0078_2015_02_24,TRUE,,20:10:47,N/A,8,
LOG02_0078_2015_02_24,TRUE,,20:10:54,N/A,9,
LOG02_0078_2015_02_24,TRUE,,20:10:59,N/A,9,
LOG02_0078_2015_02_24,TRUE,,20:11:00,N/A,9,
LOG02_0078_2015_02_24,TRUE,,20:11:07,N/A,10,
LOG02_0078_2015_02_24,TRUE,,20:11:14,N/A,10,
LOG02_0078_2015_02_24,TRUE,,20:11:15,N/A,10,
LOG02_0078_2015_02_24,TRUE,,20:11:22,N/A,11,
LOG02_0078_2015_02_24,TRUE,,20:11:28,N/A,11,
LOG02_0078_2015_02_24,TRUE,,20:11:29,N/A,11,
LOG02_0078_2015_02_24,TRUE,,20:11:37,N/A,12,
LOG02_0078_2015_02_24,TRUE,,20:11:42,N/A,12,
LOG02_0078_2015_02_24,TRUE,,20:11:43,N/A,12,
LOG02_0078_2015_02_24,TRUE,,20:11:51,N/A,13,
LOG02_0078_2015_02_24,TRUE,,20:11:56,N/A,13,
LOG02_0078_2015_02_24,TRUE,,20:11:57,N/A,13,
LOG02_0078_2015_02_24,TRUE,,20:12:04,N/A,14,
LOG02_0078_2015_02_24,TRUE,,20:12:09,N/A,14,
LOG02_0078_2015_02_24,TRUE,,20:12:10,N/A,14,
LOG02_0078_2015_02_24,TRUE,,20:12:18,N/A,15,
LOG02_0078_2015_02_24,TRUE,,20:12:23,N/A,15,
LOG02_0078_2015_02_24,TRUE,,20:12:24,N/A,15,
LOG02_0078_2015_02_24,TRUE,,20:12:33,N/A,16,
LOG02_0078_2015_02_24,TRUE,,20:12:38,N/A,16,
LOG02_0078_2015_02_24,TRUE,,20:12:39,N/A,16,
LOG02_0078_2015_02_24,TRUE,,20:12:47,N/A,17,
LOG02_0078_2015_02_24,TRUE,,20:12:52,N/A,17,
LOG02_0078_2015_02_24,TRUE,,20:12:53,N/A,17,
LOG02_0078_2015_02_24,TRUE,,20:13:00,N/A,18,
LOG02_0078_2015_02_24,TRUE,,20:13:05,N/A,18,
LOG02_0078_2015_02_24,TRUE,,20:13:06,N/A,18,
LOG02_0078_2015_02_24,TRUE,,20:13:13,N/A,19,
LOG02_0078_2015_02_24,TRUE,,20:13:19,N/A,19,
LOG02_0078_2015_02_24,TRUE,,20:13:20,N/A,19,
LOG02_0078_2015_02_24,TRUE,,20:13:29,N/A,20,
LOG02_0078_2015_02_24,TRUE,,20:13:36,N/A,20,
LOG02_0078_2015_02_24,TRUE,,20:13:37,N/A,20,
LOG02_0078_2015_02_24,TRUE,,20:13:45,N/A,21,
LOG02_0078_2015_02_24,TRUE,,20:13:50,N/A,21,
LOG02_0078_2015_02_24,TRUE,,20:13:51,N/A,21,
LOG02_0078_2015_02_24,TRUE,,20:14:00,N/A,22,
LOG02_0078_2015_02_24,TRUE,,20:14:05,N/A,22,
LOG02_0078_2015_02_24,TRUE,,20:14:07,N/A,22,
LOG02_0078_2015_02_24,TRUE,,20:14:15,N/A,23,
LOG02_0078_2015_02_24,TRUE,,20:14:21,N/A,23,
LOG02_0078_2015_02_24,TRUE,,20:14:23,N/A,23,
LOG02_0078_2015_02_24,TRUE,,20:14:30,N/A,24,24
LOG02_0078_2015_02_24,TRUE,,20:14:36,N/A,24,24
LOG02_0078_2015_02_24,TRUE,,20:14:38,N/A,24,24
LOG02_0078_2015_02_24,TRUE,,20:14:46,N/A,25,
LOG02_0078_2015_02_24,TRUE,,20:14:51,N/A,25,
LOG02_0078_2015_02_24,TRUE,,20:14:54,N/A,25,
LOG02_0078_2015_02_24,TRUE,,20:15:04,N/A,26,
