Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
P20,TRUE,,12:03:30,N/A,,start
P20,TRUE,,12:04:01,N/A,,inner thigh didn't understand
P20,TRUE,,12:05:04,N/A,1,
P20,TRUE,,12:05:07,N/A,1,
P20,TRUE,,12:05:09,N/A,1,
P20,TRUE,,12:05:17,N/A,2,
P20,TRUE,,12:05:21,N/A,2,
,,,12:05:23,,2,oops
P20,TRUE,,12:05:29,N/A,3,
P20,TRUE,,12:05:32,N/A,3,
P20,TRUE,,12:05:34,N/A,3,
P20,TRUE,,12:05:40,N/A,4,
P20,TRUE,,12:05:43,N/A,4,
P20,TRUE,,12:05:46,N/A,4,
P20,TRUE,,12:05:53,N/A,5,
P20,TRUE,,12:05:56,N/A,5,
,,,12:05:59,,5,oops
P20,TRUE,,12:06:05,N/A,6,
P20,TRUE,,12:06:08,N/A,6,
P20,TRUE,,12:06:11,N/A,6,
P20,TRUE,,12:06:17,N/A,7,
P20,TRUE,,12:06:20,N/A,7,
P20,TRUE,,12:06:22,N/A,7,
P20,TRUE,,12:06:29,N/A,8,
P20,TRUE,,12:06:32,N/A,8,
,,,12:06:34,,8,oops
P20,TRUE,,12:06:40,N/A,9,
P20,TRUE,,12:06:43,N/A,9,
P20,TRUE,,12:06:46,N/A,9,oops
,,,12:06:51,,10,
P20,TRUE,,12:06:55,N/A,10,
P20,TRUE,,12:06:58,N/A,10,
P20,TRUE,,12:07:05,N/A,11,
,,,12:07:09,,11,oops
P20,TRUE,,12:07:11,N/A,11,
P20,TRUE,,12:07:18,N/A,12,
P20,TRUE,,12:07:21,N/A,12,
P20,TRUE,,12:07:23,N/A,12,
P20,TRUE,,12:07:30,N/A,13,
P20,TRUE,,12:07:33,N/A,13,
P20,TRUE,,12:07:36,N/A,13,
P20,TRUE,,12:07:43,N/A,14,
P20,TRUE,,12:07:46,N/A,14,
P20,TRUE,,12:07:48,N/A,14,
P20,TRUE,,12:07:56,N/A,15,
P20,TRUE,,12:07:59,N/A,15,
,,,12:08:02,,15,oops
P20,TRUE,,12:08:08,N/A,16,
P20,TRUE,,12:08:11,N/A,16,
P20,TRUE,,12:08:13,N/A,16,
P20,TRUE,,12:08:19,N/A,17,
P20,TRUE,,12:08:21,N/A,17,
P20,TRUE,,12:08:24,N/A,17,
P20,TRUE,,12:08:31,N/A,18,
P20,TRUE,,12:08:36,N/A,18,
,,,12:08:39,,18,oops
P20,TRUE,,12:08:44,N/A,19,
P20,TRUE,,12:08:47,N/A,19,
P20,TRUE,,12:08:49,N/A,19,
P20,TRUE,,12:08:55,N/A,20,
P20,TRUE,,12:08:58,N/A,20,
P20,TRUE,,12:09:00,N/A,20,
P20,TRUE,,12:09:07,N/A,21,
P20,TRUE,,12:09:10,N/A,21,
,,,12:09:12,,21,oops
P20,TRUE,,12:09:17,N/A,22,
P20,TRUE,,12:09:20,N/A,22,
P20,TRUE,,12:09:23,N/A,22,
,,,12:09:30,,23,oops
P20,TRUE,,12:09:33,N/A,23,
P20,TRUE,,12:09:36,N/A,23,
P20,TRUE,,12:09:42,N/A,24,
P20,TRUE,,12:09:46,N/A,24,
P20,TRUE,,12:09:48,N/A,24,
P20,TRUE,,12:09:55,N/A,25,
P20,TRUE,,12:09:57,N/A,25,
P20,TRUE,,12:10:00,N/A,25,
P20,TRUE,,12:10:06,N/A,26,
P20,TRUE,,12:10:09,N/A,26,
P20,TRUE,,12:10:11,N/A,26,
