Dataset Events,,,,,,
Dataset,Marked on Device,Note,Start,End,trial,
P17,TRUE,,17:34:25,N/A,,start
P17,TRUE,,17:34:55,N/A,1,
,,,17:34:58,,1,
P17,TRUE,,17:35:02,N/A,1,
P17,TRUE,,17:35:09,N/A,2,
P17,TRUE,,17:35:14,N/A,2,
P17,TRUE,,17:35:17,N/A,2,
P17,TRUE,,17:35:24,N/A,3,
P17,TRUE,,17:35:27,N/A,3,
P17,TRUE,,17:35:30,N/A,3,
P17,TRUE,,17:35:36,N/A,4,
P17,TRUE,,17:35:40,N/A,4,
P17,TRUE,,17:35:43,N/A,4,
P17,TRUE,,17:35:49,N/A,5,
P17,TRUE,,17:35:53,N/A,5,
P17,TRUE,,17:35:56,N/A,5,
P17,TRUE,,17:36:02,N/A,6,
P17,TRUE,,17:36:06,N/A,6,
P17,TRUE,,17:36:09,N/A,6,
P17,TRUE,,17:36:15,N/A,7,
P17,TRUE,,17:36:17,N/A,7,
P17,TRUE,,17:36:20,N/A,7,
P17,TRUE,,17:36:26,N/A,8,
P17,TRUE,,17:36:29,N/A,8,
P17,TRUE,,17:36:32,N/A,8,
P17,TRUE,,17:36:37,N/A,9,
P17,TRUE,,17:36:40,N/A,9,
P17,TRUE,,17:36:43,N/A,9,
P17,TRUE,,17:36:49,N/A,10,
P17,TRUE,,17:36:52,N/A,10,
P17,TRUE,,17:36:55,N/A,10,
P17,TRUE,,17:37:01,N/A,,11 participant misunderstood
P17,TRUE,,17:37:31,N/A,11,
P17,TRUE,,17:37:34,N/A,11,
P17,TRUE,,17:37:37,N/A,11,
P17,TRUE,,17:37:44,N/A,12,
P17,TRUE,,17:37:46,N/A,12,
P17,TRUE,,17:37:49,N/A,12,
P17,TRUE,,17:37:56,N/A,13,
P17,TRUE,,17:38:00,N/A,13,
,,,17:38:03,,13,oops
P17,TRUE,,17:38:08,N/A,14,
P17,TRUE,,17:38:11,N/A,14,
P17,TRUE,,17:38:14,N/A,14,
P17,TRUE,,17:38:20,N/A,15,
P17,TRUE,,17:38:23,N/A,15,
P17,TRUE,,17:38:27,N/A,15,
P17,TRUE,,17:38:34,N/A,16,
P17,TRUE,,17:38:37,N/A,16,
P17,TRUE,,17:38:38,N/A,16,
P17,TRUE,,17:38:45,N/A,17,
P17,TRUE,,17:38:48,N/A,17,
P17,TRUE,,17:38:50,N/A,17,
P17,TRUE,,17:38:57,N/A,18,
P17,TRUE,,17:39:01,N/A,18,
P17,TRUE,,17:39:03,N/A,18,
P17,TRUE,,17:39:11,N/A,19,
P17,TRUE,,17:39:14,N/A,19,
P17,TRUE,,17:39:16,N/A,19,
P17,TRUE,,17:39:23,N/A,20,
P17,TRUE,,17:39:26,N/A,20,
P17,TRUE,,17:39:28,N/A,20,
P17,TRUE,,17:39:35,N/A,21,
P17,TRUE,,17:39:38,N/A,21,
P17,TRUE,,17:39:40,N/A,21,
P17,TRUE,,17:39:46,N/A,22,
P17,TRUE,,17:39:48,N/A,22,
P17,TRUE,,17:39:51,N/A,22,
P17,TRUE,,17:39:57,N/A,23,
P17,TRUE,,17:40:00,N/A,23,
P17,TRUE,,17:40:03,N/A,23,
P17,TRUE,,17:40:09,N/A,24,
P17,TRUE,,17:40:13,N/A,24,
P17,TRUE,,17:40:15,N/A,24,
P17,TRUE,,17:40:22,N/A,25,
P17,TRUE,,17:40:24,N/A,25,
P17,TRUE,,17:40:27,N/A,25,
P17,TRUE,,17:40:34,N/A,26,
P17,TRUE,,17:40:37,N/A,26,
P17,TRUE,,17:40:39,N/A,26,
